image,method,tp,fp,fn,tn,iou,dice,precision,recall,specificity,accuracy
11249-1,Blackhat,2534,2203,169,60630,0.5165103954440173,0.6811827957032099,0.5349377243078965,0.9374768775457833,0.9649388060414672,0.9638061523438052
11249-1,UNet_no_TAFE,2684,2019,19,60814,0.5684032189841507,0.7248177153696352,0.5706995534856326,0.9929707732152064,0.9678672035395924,0.9689025878906724
11249-1,TAFE_channel,2260,126,443,62707,0.7988688582609096,0.8881902141896603,0.9471919530617271,0.8361080281229705,0.9979946843219359,0.9913177490234507
11249-1,TAFE_spatial,2622,748,81,62085,0.7597797739855178,0.863494154456389,0.7780415430332925,0.9700332963385115,0.9880954275619689,0.9873504638672068
11249-1,TAFE_full,2266,90,437,62743,0.8113139992906797,0.8958292152619919,0.9617996604430475,0.8383277839497474,0.9985676316585257,0.9919586181640748
11249-2,Otsu,3056,13802,28,48650,0.18097832524469393,0.3064888175744334,0.18127891802597412,0.99092088197176,0.7789982706722299,0.788970947265947
11249-2,Adaptive,2817,20322,267,42130,0.1203537554510794,0.21484955954995671,0.12174251264479129,0.913424124516426,0.6745980913346656,0.6858367919926669
11249-2,Canny,1760,19772,1324,42680,0.07700385019654794,0.14299642509285423,0.0817388073607573,0.5706874189503669,0.6834048549290921,0.6781005859379912
11249-2,Blackhat,2888,10019,196,52433,0.22040754026390588,0.36120317679093733,0.22375455179961448,0.9364461738023202,0.8395727919044393,0.8441314697268003
11249-2,UNet_no_TAFE,3046,1523,38,60929,0.6611677881558244,0.796027701557611,0.6666666666739622,0.9876783398188171,0.975613270992161,0.9761810302734738
11249-2,TAFE_channel,2352,90,732,62362,0.74102079395901,0.8512486427822793,0.9631449631464724,0.7626459144045834,0.9985588932300029,0.9874572753906441
11249-2,TAFE_spatial,2909,534,175,61918,0.8040353786676607,0.8913742914065976,0.8449027011372378,0.9432555123235001,0.9914494331646841,0.989181518554704
11249-2,TAFE_full,2417,84,667,62368,0.7629419191994021,0.8655326768152993,0.9664134346274925,0.7837224383987119,0.9986549670146694,0.9885406494140799
11249-3,Otsu,2730,4439,63,58304,0.3774889380617051,0.5480827143189311,0.3808062491368279,0.977443609023364,0.9292510718328272,0.9313049316407298
11249-3,Adaptive,2584,19837,209,42906,0.11418471056511627,0.20496549536287392,0.11524909683281187,0.9251700680298901,0.6838372408082434,0.6941223144535917
11249-3,Canny,1615,17472,1178,45271,0.0796940537918594,0.1476234003695264,0.08461256352970811,0.5782312925321078,0.7215306886828466,0.7154235839848092
11249-3,Blackhat,2651,6761,142,55982,0.27747540298013945,0.43441212618243,0.28166170846492067,0.9491586108145664,0.8922429593741258,0.8946685791017233
11249-3,UNet_no_TAFE,2780,1974,13,60769,0.5831760016869483,0.7367165761264514,0.5847707194029287,0.9953455066238688,0.9685383230002255,0.9696807861328588
11249-3,TAFE_channel,2276,119,517,62624,0.7815934066009068,0.8774094063246451,0.9503131524029097,0.8148943788107808,0.9981033740815739,0.9902954101562648
11249-3,TAFE_spatial,2690,702,103,62041,0.7696709585187504,0.8698464025890081,0.79304245283629,0.9631220909429602,0.9888115008845787,0.9877166748047063
11249-3,TAFE_full,2295,116,498,62627,0.7889309040980086,0.8820138355134125,0.9518871837431818,0.8216970998989725,0.9981511881803578,0.9906311035156393
11249-4,Otsu,2727,835,110,61864,0.7426470588305379,0.8523206751077931,0.7655811342008539,0.9612266478688324,0.9866824032281429,0.9855804443359595
11249-4,Adaptive,2645,20335,192,42364,0.11414638357019614,0.20490374559706817,0.11510008703605265,0.9323228762801438,0.6756726582566298,0.6867828369145405
11249-4,Canny,1437,12448,1400,50251,0.09401373896569176,0.17186939361815648,0.10349297804030613,0.5065209728760479,0.8014641381843387,0.7886962890628224
11249-4,Blackhat,2580,2964,257,59735,0.4447509050259481,0.6156783200141309,0.46536796537760877,0.9094113500208174,0.95272651876433,0.9508514404297624
11249-4,UNet_no_TAFE,2784,1613,53,61086,0.625617977536503,0.7696986452893323,0.6331589720347246,0.9813182939731647,0.974273911864664,0.9745788574219137
11249-4,TAFE_channel,2220,177,617,62522,0.7365627073743675,0.8482995796742778,0.9261576971244824,0.7825167430460868,0.9971769884687202,0.9878845214843935
11249-4,TAFE_spatial,2727,503,110,62196,0.8164670658737585,0.8989615955183953,0.8442724458252547,0.9612266478688324,0.991977543501504,0.9906463623047018
11249-4,TAFE_full,2228,161,609,62538,0.743162108080615,0.8526597780357317,0.9326077856872077,0.7853366232010808,0.9974321759517737,0.9882507324218929
11249-5,Otsu,3474,3859,142,58061,0.4647491638867592,0.6345785003230013,0.4737488067711203,0.9607300884966612,0.937677648578912,0.9389495849610306
11249-5,Adaptive,3209,19669,407,42251,0.13781404337926642,0.2422435268391249,0.14026575750004253,0.8874446902685994,0.6823481912149832,0.6936645507817174
11249-5,Canny,1665,10932,1951,50988,0.1144487214798292,0.20539073583417386,0.13217432722765599,0.46045353983792997,0.8234496124033859,0.8034210205081125
11249-5,Blackhat,2754,5192,862,56728,0.31267029973532384,0.4763881681415292,0.3465894789913593,0.7616150442543801,0.916149870801169,0.907623291015766
11249-5,UNet_no_TAFE,3587,1912,29,60008,0.6488784370541085,0.7870543060912006,0.652300418264188,0.991980088495797,0.9691214470284737,0.9703826904297327
11249-5,TAFE_channel,3260,326,356,61594,0.8269913749409693,0.9053040822007039,0.9090909090934441,0.9015486725690943,0.9947351421188716,0.9895935058593909
11249-5,TAFE_spatial,3538,848,78,61072,0.7925627240189838,0.8842789302688793,0.8066575467440342,0.9784292035404195,0.9863049095607457,0.9858703613281465
11249-5,TAFE_full,3174,165,442,61755,0.8394604601999613,0.9127246585203059,0.9505840071892607,0.8777654867290441,0.9973352713178337,0.9907379150390766
11249-6,Otsu,1493,29733,1,34309,0.0478111890381791,0.0912591687069338,0.0478127201721392,0.9993306559572068,0.535726554449368,0.5462951660163173
11249-6,Adaptive,1452,20078,42,43964,0.06730947525001248,0.1261292564318705,0.06744078031088044,0.9718875502026849,0.6864869929113918,0.6929931640629685
11249-6,Canny,1006,6099,488,57943,0.13249045174328342,0.23398069543860936,0.1415904292872401,0.6733601071169102,0.9047656225603435,0.8994903564454658
11249-6,Blackhat,1475,11663,19,52379,0.11210762332513409,0.20161290323126288,0.11226975187157658,0.9872824631869289,0.8178851378785518,0.821746826172147
11249-6,UNet_no_TAFE,1491,1625,3,62417,0.47803783265540123,0.6468546637820639,0.47849807447116505,0.9979919678716204,0.9746260266700374,0.9751586914062879
11249-6,TAFE_channel,1406,195,88,63847,0.8324452338761134,0.9085621970950384,0.8782011243049218,0.9410977242341969,0.9969551232004045,0.995681762695319
11249-6,TAFE_spatial,1457,532,37,63510,0.719151036539035,0.8366350847017906,0.7325289090129448,0.975234270416651,0.9916929515005907,0.9913177490234507
11249-6,TAFE_full,1336,118,158,63924,0.8287841191173211,0.9063772048878433,0.9188445667180988,0.8942436412386718,0.9981574591674243,0.9957885742187564
11249-7,Otsu,1651,28261,0,35624,0.055195239371973806,0.10461616449924083,0.055195239371973806,1.0,0.557626985991144,0.5687713623053455
11249-7,Adaptive,1594,19302,57,44583,0.0760750250604874,0.1413935335115918,0.07628254211774367,0.9654754694145684,0.6978633482042766,0.7046051025395133
11249-7,Canny,1438,3727,213,60158,0.2673856452348943,0.4219483568159925,0.278412391107872,0.8709872804439136,0.941660796744241,0.9398803710938417
11249-7,Blackhat,1624,12446,27,51439,0.11520181599549406,0.2066026334253126,0.11542288557842628,0.9836462749858482,0.8051811849419971,0.8096771240237279
11249-7,UNet_no_TAFE,1588,1252,63,62633,0.5470203238185664,0.7071921621085017,0.5591549295929875,0.9618413083003124,0.9804022853565306,0.9799346923828431
11249-7,TAFE_channel,1221,102,430,63783,0.6965202510156007,0.8211163416334527,0.9229024943368932,0.7395517868116565,0.9984033810753723,0.9918823242187624
11249-7,TAFE_spatial,1420,268,231,63617,0.7399687337290272,0.8505540581057037,0.8412322274975573,0.8600847971011457,0.9958049620411743,0.9923858642578242
11249-7,TAFE_full,1191,92,460,63793,0.6833046471782385,0.8118609407017089,0.9282930631388704,0.7213809812403768,0.9985599123424926,0.9915771484375129
11249-8,Otsu,1972,18905,2,44657,0.09444896786678265,0.17259638528216445,0.09445801600280472,0.9989868287741142,0.702573864888294,0.7115020751957527
11249-8,Adaptive,1811,18275,163,45287,0.08943651538797256,0.1641885766130363,0.09016230210549556,0.9174265450903026,0.7124854472802736,0.7186584472660543
11249-8,Canny,1604,2001,370,61561,0.40352201259362214,0.5750134432770208,0.44493758670055655,0.8125633232111164,0.968518926402617,0.9638214111328677
11249-8,Blackhat,1767,1257,207,62305,0.5468895079063173,0.707082833139114,0.5843253968391428,0.8951367781208137,0.9802240332274311,0.9776611328125341
11249-8,UNet_no_TAFE,1932,1470,42,62092,0.5609756097688451,0.7187500000052316,0.5679012345806026,0.978723404256397,0.9768729744187142,0.9769287109375352
11249-8,TAFE_channel,1489,60,485,63502,0.7320550639266443,0.845302299181229,0.9612653324750635,0.7543059777226796,0.9990560397721924,0.9916839599609502
11249-8,TAFE_spatial,1726,193,248,63369,0.7964928472636599,0.8867197534064547,0.8994267847889824,0.8743667679901537,0.9969635946005523,0.9932708740234477
11249-8,TAFE_full,1430,46,544,63516,0.7079207920936673,0.8289855072513338,0.9688346883489949,0.7244174265590467,0.9992762971586808,0.9909973144531388
11258-1,Otsu,1442,12081,62,51951,0.10614648510043323,0.19192120849675967,0.10663314353984595,0.9587765957474218,0.8113287106449724,0.8147125244143453
11258-1,Adaptive,1432,21427,72,42605,0.0624482142119295,0.11755530928408835,0.06264491010515488,0.9521276595776511,0.6653704397806326,0.6719512939458131
11258-1,Canny,1203,10646,301,53386,0.09901234568642789,0.18018422826945116,0.10152755507552091,0.7998670212899025,0.8337393803101047,0.8329620361330674
11258-1,Blackhat,1455,8955,49,55077,0.13911463811894909,0.24425046164810935,0.13976945245783123,0.9674202127681236,0.8601480509747311,0.8626098632814596
11258-1,UNet_no_TAFE,1484,6137,20,57895,0.19421541684080337,0.3252602739799971,0.1947251017032578,0.9867021276604586,0.9041572963519737,0.9060516357423308
11258-1,TAFE_channel,1304,504,200,63528,0.649402390455707,0.787439613532988,0.7212389380685156,0.8670212766045864,0.9921289355322461,0.9892578125000164
11258-1,TAFE_spatial,1431,4554,73,59478,0.23621657313905223,0.38216050207795216,0.23909774437361575,0.951462765960674,0.9288793103449386,0.9293975830079202
11258-1,TAFE_full,1285,865,219,63167,0.542422963294959,0.7033388067952014,0.597674418623364,0.8543882978820221,0.9864911294353035,0.9834594726562752
11258-2,Otsu,1486,14687,74,49289,0.09146303933592993,0.1675971352891919,0.09188153095225449,0.9525641025671433,0.7704295360763873,0.7747650146487812
11258-2,Adaptive,1471,21406,89,42570,0.06405120613487743,0.120391210053933,0.06430038904111422,0.9429487179523751,0.6654057771669604,0.672012329102063
11258-2,Canny,1271,9826,289,54150,0.11162831548294723,0.20083748124199383,0.1145354600422228,0.8147435897554651,0.8464111541830587,0.845657348633048
11258-2,Blackhat,1469,9160,91,54816,0.1370335820976023,0.2410370005805149,0.13820679274495995,0.941666666670406,0.8568213079907202,0.8588409423830279
11258-2,UNet_no_TAFE,1551,5775,9,58201,0.2114519427510368,0.349088453754793,0.21171171172247188,0.9942307692311391,0.9097317744155469,0.9117431640626347
11258-2,TAFE_channel,1346,577,214,63399,0.6298549368446489,0.772896927942208,0.6999479979355201,0.8628205128293064,0.9909809928723412,0.9879302978515809
11258-2,TAFE_spatial,1507,4540,53,59436,0.24704918034021234,0.39621401341663975,0.24921448653465827,0.9660256410278188,0.9290358884582828,0.9299163818360444
11258-2,TAFE_full,1353,833,207,63143,0.5653990806700628,0.7223705285712128,0.6189387008408538,0.8673076923161982,0.9869794923096364,0.9841308593750242
11266-1,Otsu,3324,16992,83,45137,0.16294916417881783,0.28023437170981647,0.1636148848239633,0.9756383915475304,0.7265045308958352,0.7394561767582101
11266-1,Adaptive,3003,23126,404,39003,0.11317981382009881,0.20334507042523242,0.11492977152162374,0.8814206046409915,0.627774469250064,0.6409606933599229
11266-1,Canny,1819,31146,1588,30983,0.05264376465414684,0.10002199494363789,0.0551797360865913,0.5339007924997388,0.49868821323456247,0.5005187988288872
11266-1,Blackhat,2726,14849,681,47280,0.1493207712579463,0.259841769138977,0.15510668563780877,0.8001174053478098,0.7609972798535933,0.7630310058597366
11266-1,UNet_no_TAFE,2626,781,781,61348,0.6270296084138722,0.7707660698595427,0.7707660698629067,0.7707660698629067,0.9874293808044755,0.9761657714844114
11266-1,TAFE_channel,2315,450,1092,61679,0.6002074150998131,0.7501620220390447,0.837251356244584,0.6794834165048581,0.9927570055851651,0.9764709472656609
11266-1,TAFE_spatial,2423,553,984,61576,0.6118686868784882,0.7592041359899858,0.8141801075331256,0.7111828588285535,0.9910991646413252,0.9765472412109732
11266-1,TAFE_full,1961,384,1446,61745,0.5172777631359199,0.6818497913824435,0.8362473347617806,0.5755796888883012,0.9938193114326742,0.9720764160156676
11266-2,Otsu,2817,17328,57,45334,0.13944163944589918,0.24475433338005667,0.13983618764388267,0.9801670146144688,0.7234687689513206,0.7347259521488423
11266-2,Adaptive,2626,24577,248,38085,0.0956613602451799,0.1746184792393702,0.09653347057641976,0.9137091162173379,0.6077846222597303,0.6212005615240155
11266-2,Canny,1535,34449,1339,28213,0.04112745492312749,0.07900561017273404,0.04265784793507487,0.53409881699603,0.45024097539266184,0.4539184570320833
11266-2,Blackhat,2312,15944,562,46718,0.12286109044997946,0.21883577851765812,0.12664329535973573,0.8044537230409028,0.7455555200923278,0.7481384277347594
11266-2,UNet_no_TAFE,2426,718,448,61944,0.6753897550201728,0.8062479229011923,0.7716284987349991,0.8441196938119652,0.9885416999138417,0.9822082519531522
11266-2,TAFE_channel,1701,153,1173,62509,0.5619425173583766,0.7195431472140537,0.917475728159791,0.5918580375924893,0.9975583288117239,0.9797668457031559
11266-2,TAFE_spatial,2153,456,721,62206,0.6465465465571607,0.7853364946236487,0.8252203909610878,0.7491301322286315,0.9927228623408242,0.9820404052734649
11266-2,TAFE_full,1396,137,1478,62525,0.46363334442166615,0.6335375538998517,0.9106327462550142,0.485734168424296,0.9978136669752038,0.9753570556641001
11266-3,Otsu,3109,19144,84,43199,0.139186103777861,0.24436060677810123,0.1397114995769572,0.9736924522400974,0.692924626662668,0.7066040039066976
11266-3,Adaptive,2855,24166,338,38177,0.10435322928796975,0.1889852386337824,0.10565856186260442,0.8941434387756297,0.6123702741292328,0.6260986328130705
11266-3,Canny,1885,34157,1308,28186,0.050468540832528865,0.0960876768214704,0.05230009433701709,0.5903538991672298,0.45211170460283895,0.45884704589926323
11266-3,Blackhat,2595,16273,598,46070,0.13330935991403825,0.2352567880003841,0.13753444986677157,0.8127153147568833,0.7389763084873379,0.7425689697269553
11266-3,UNet_no_TAFE,2681,639,512,61704,0.6996346555401974,0.8232765238780396,0.807530120487725,0.8396492327015456,0.9897502526346346,0.9824371337890893
11266-3,TAFE_channel,1985,165,1208,62178,0.5911256700538676,0.743028261281246,0.923255813957058,0.6216724084052092,0.9973533516192719,0.9790496826172195
11266-3,TAFE_spatial,2404,450,789,61893,0.6598956903744195,0.7951050107525202,0.8423265592206612,0.7528969621123427,0.9927818680525595,0.9810943603515914
11266-3,TAFE_full,1670,188,1523,62155,0.49393670513179727,0.6612551969974014,0.8988159311141649,0.5230191043055742,0.9969844248752916,0.9738922119141024
11266-4,Otsu,2443,20381,40,42672,0.10684919524533393,0.193069111316264,0.1070364528605545,0.9838904550952924,0.6767639921975532,0.688400268555163
11266-4,Adaptive,2318,24150,165,38903,0.0870348815413696,0.1601326379083274,0.08757745202097786,0.933548127268081,0.6169888823694083,0.6289825439458786
11266-4,Canny,1341,30620,1142,32433,0.040509923574780206,0.07786552084810745,0.041957385566653245,0.5400724929705972,0.5143767941263471,0.5153503417976145
11266-4,Blackhat,2305,17536,178,45517,0.1151406164188264,0.20650421071848007,0.116173579965142,0.928312525174051,0.7218847636120059,0.7297058105472874
11266-4,UNet_no_TAFE,2044,919,439,62134,0.6008230452792234,0.7506426735264297,0.6898413769932555,0.8231977446708338,0.9854249599543472,0.9792785644531566
11266-4,TAFE_channel,1681,447,802,62606,0.5737201365333202,0.7291260030420923,0.7899436090324276,0.677003624660612,0.9929107258972723,0.9809417724609666
11266-4,TAFE_spatial,1820,655,663,62398,0.5799872530407908,0.734167002829081,0.7353535353642282,0.7329842932044711,0.9896119137868308,0.9798889160156556
11266-4,TAFE_full,1420,297,1063,62756,0.5107913669240723,0.676190476198186,0.8270238788685484,0.5718888441573948,0.995289676938456,0.9792480468750316
11266-5,Otsu,2248,21806,42,41440,0.09329349269964601,0.17066504707268954,0.09345638979340876,0.9816593886470891,0.6552193024070214,0.6666259765630087
11266-5,Adaptive,2140,25099,150,38147,0.07813355727088198,0.1449422601539336,0.07856382393230821,0.9344978165967468,0.6031527685551605,0.6147308349615254
11266-5,Canny,1529,35683,761,27563,0.040265451770889145,0.07741380183515413,0.0410888960576129,0.6676855895341622,0.43580621699485217,0.44390869140709854
